X#Y#result#predicted_token
{ deck = <mask> ArrayList < > ( ) ; playerHand = new ArrayList < > ( ) ; dealerHand = new ArrayList < > ( ) ; scanner = new Scanner ( System.in ) ; initializeDeck ( ) ; }#new#True#new
deck = <mask> ArrayList < > ( ) ;#new#True#new
playerHand = <mask> ArrayList < > ( ) ;#new#True#new
dealerHand = <mask> ArrayList < > ( ) ;#new#True#new
scanner = <mask> Scanner ( System.in ) ;#new#True#new
{ for ( Suit suit : Suit.values ( ) ) { <mask> ( Rank rank : Rank.values ( ) ) { deck.add ( new Card ( rank , suit ) ) ; } } Collections.shuffle ( deck ) ; }#for#True#for
for ( Suit suit : Suit.values ( ) ) { for ( Rank rank : Rank.values ( ) ) { deck.add ( <mask> Card ( rank , suit ) ) ; } }#new#True#new
{ for ( Rank rank : Rank.values ( ) ) { deck.add ( <mask> Card ( rank , suit ) ) ; } }#new#True#new
for ( Rank rank : Rank.values ( ) ) { deck.add ( <mask> Card ( rank , suit ) ) ; }#new#True#new
{ deck.add ( <mask> Card ( rank , suit ) ) ; }#new#True#new
deck.add ( <mask> Card ( rank , suit ) ) ;#new#True#new
"{ System.out.println ( "" Benvenuto al gioco di Blackjack ! "" ) ; while ( true ) { System.out.println ( "" \ nNuova mano ! "" ) ; dealInitialCards ( ) ; displayHands ( true ) ; if ( isBlackjack ( playerHand ) ) { System.out.println ( "" Blackjack ! Hai vinto ! "" ) ; } <mask> { playerTurn ( ) ; if ( calculateScore ( playerHand ) > TARGET_SCORE ) { System.out.println ( "" Hai superato il punteggio massimo ! Hai perso ! "" ) ; } else { dealerTurn ( ) ; determineWinner ( ) ; } } System.out.println ( "" \ nVuoi giocare ancora ? ( s / n ) "" ) ; String choice = scanner.nextLine ( ) ; if ( ! choice.equalsIgnoreCase ( "" s "" ) ) { break ; } resetGame ( ) ; } System.out.println ( "" Grazie per aver giocato ! "" ) ; scanner.close ( ) ; }"#else#True#else
"while ( true ) { System.out.println ( "" \ nNuova mano ! "" ) ; dealInitialCards ( ) ; displayHands ( true ) ; if ( isBlackjack ( playerHand ) ) { System.out.println ( "" Blackjack ! Hai vinto ! "" ) ; } else { playerTurn ( ) ; if ( calculateScore ( playerHand ) > TARGET_SCORE ) { System.out.println ( "" Hai superato il punteggio massimo ! Hai perso ! "" ) ; } else { dealerTurn ( ) ; determineWinner ( ) ; } } System.out.println ( "" \ nVuoi giocare ancora ? ( s / n ) "" ) ; String choice = scanner.nextLine ( ) ; if ( ! choice.equalsIgnoreCase ( "" s "" ) ) { <mask> ; } resetGame ( ) ; }"#break#True#break
"{ System.out.println ( "" \ nNuova mano ! "" ) ; dealInitialCards ( ) ; displayHands ( true ) ; if ( isBlackjack ( playerHand ) ) { System.out.println ( "" Blackjack ! Hai vinto ! "" ) ; } else { playerTurn ( ) ; <mask> ( calculateScore ( playerHand ) > TARGET_SCORE ) { System.out.println ( "" Hai superato il punteggio massimo ! Hai perso ! "" ) ; } else { dealerTurn ( ) ; determineWinner ( ) ; } } System.out.println ( "" \ nVuoi giocare ancora ? ( s / n ) "" ) ; String choice = scanner.nextLine ( ) ; if ( ! choice.equalsIgnoreCase ( "" s "" ) ) { break ; } resetGame ( ) ; }"#if#True#if
"if ( isBlackjack ( playerHand ) ) { System.out.println ( "" Blackjack ! Hai vinto ! "" ) ; } <mask> { playerTurn ( ) ; if ( calculateScore ( playerHand ) > TARGET_SCORE ) { System.out.println ( "" Hai superato il punteggio massimo ! Hai perso ! "" ) ; } else { dealerTurn ( ) ; determineWinner ( ) ; } }"#else#True#else
"{ playerTurn ( ) ; <mask> ( calculateScore ( playerHand ) > TARGET_SCORE ) { System.out.println ( "" Hai superato il punteggio massimo ! Hai perso ! "" ) ; } else { dealerTurn ( ) ; determineWinner ( ) ; } }"#if#True#if
"<mask> ( calculateScore ( playerHand ) > TARGET_SCORE ) { System.out.println ( "" Hai superato il punteggio massimo ! Hai perso ! "" ) ; } else { dealerTurn ( ) ; determineWinner ( ) ; }"#if#True#if
"if ( ! choice.equalsIgnoreCase ( "" s "" ) ) { <mask> ; }"#break#False#
{ <mask> ; }#break#True#break
{ <mask> ( deck.isEmpty ( ) ) { initializeDeck ( ) ; } return deck.remove ( 0 ) ; }#if#True#if
<mask> ( deck.isEmpty ( ) ) { initializeDeck ( ) ; }#if#True#if
<mask> deck.remove ( 0 ) ;#return#False#
"{ System.out.println ( "" Mano del giocatore : "" ) ; for ( Card card : playerHand ) { System.out.println ( card ) ; } System.out.println ( "" Punteggio del giocatore : "" + calculateScore ( playerHand ) ) ; System.out.println ( "" \ nMano del dealer : "" ) ; if ( hideDealerCard ) { System.out.println ( dealerHand.get ( 0 ) ) ; System.out.println ( "" Carta nascosta "" ) ; } <mask> { for ( Card card : dealerHand ) { System.out.println ( card ) ; } System.out.println ( "" Punteggio del dealer : "" + calculateScore ( dealerHand ) ) ; } }"#else#True#else
<mask> ( Card card : playerHand ) { System.out.println ( card ) ; }#for#True#for
"if ( hideDealerCard ) { System.out.println ( dealerHand.get ( 0 ) ) ; System.out.println ( "" Carta nascosta "" ) ; } else { <mask> ( Card card : dealerHand ) { System.out.println ( card ) ; } System.out.println ( "" Punteggio del dealer : "" + calculateScore ( dealerHand ) ) ; }"#for#True#for
"{ <mask> ( Card card : dealerHand ) { System.out.println ( card ) ; } System.out.println ( "" Punteggio del dealer : "" + calculateScore ( dealerHand ) ) ; }"#for#True#for
<mask> ( Card card : dealerHand ) { System.out.println ( card ) ; }#for#True#for
{ <mask> hand.size ( ) == 2 & & calculateScore ( hand ) == TARGET_SCORE ; }#return#True#return
<mask> hand.size ( ) == 2 & & calculateScore ( hand ) == TARGET_SCORE ;#return#False#
{ int score = 0 ; int aceCount = 0 ; for ( Card card : hand ) { if ( card.getRank ( ) == Rank.ACE ) { aceCount + + ; } score + = card.getValue ( ) ; } while ( aceCount > 0 & & score > TARGET_SCORE ) { score - = 10 ; aceCount -- ; } <mask> score ; }#return#True#return
<mask> score = 0 ;#int#False#
<mask> aceCount = 0 ;#int#False#
for ( Card card : hand ) { <mask> ( card.getRank ( ) == Rank.ACE ) { aceCount + + ; } score + = card.getValue ( ) ; }#if#True#if
{ <mask> ( card.getRank ( ) == Rank.ACE ) { aceCount + + ; } score + = card.getValue ( ) ; }#if#True#if
<mask> ( card.getRank ( ) == Rank.ACE ) { aceCount + + ; }#if#True#if
<mask> ( aceCount > 0 & & score > TARGET_SCORE ) { score - = 10 ; aceCount -- ; }#while#True#while
<mask> score ;#return#False#
"{ while ( true ) { System.out.println ( "" \ nVuoi ( h ) it o ( s ) tand ? "" ) ; String choice = scanner.nextLine ( ) ; if ( choice.equalsIgnoreCase ( "" h "" ) ) { playerHand.add ( drawCard ( ) ) ; displayHands ( true ) ; if ( calculateScore ( playerHand ) > = TARGET_SCORE ) { <mask> ; } } else { break ; } } }"#break#True#break
"while ( true ) { System.out.println ( "" \ nVuoi ( h ) it o ( s ) tand ? "" ) ; String choice = scanner.nextLine ( ) ; if ( choice.equalsIgnoreCase ( "" h "" ) ) { playerHand.add ( drawCard ( ) ) ; displayHands ( true ) ; if ( calculateScore ( playerHand ) > = TARGET_SCORE ) { break ; } } else { <mask> ; } }"#break#True#break
"{ System.out.println ( "" \ nVuoi ( h ) it o ( s ) tand ? "" ) ; String choice = scanner.nextLine ( ) ; if ( choice.equalsIgnoreCase ( "" h "" ) ) { playerHand.add ( drawCard ( ) ) ; displayHands ( true ) ; <mask> ( calculateScore ( playerHand ) > = TARGET_SCORE ) { break ; } } else { break ; } }"#if#True#if
"if ( choice.equalsIgnoreCase ( "" h "" ) ) { playerHand.add ( drawCard ( ) ) ; displayHands ( true ) ; if ( calculateScore ( playerHand ) > = TARGET_SCORE ) { <mask> ; } } else { break ; }"#break#True#break
